bookId;tingId;opcode;optype;opcode_str;optype_str;value;offset;instrIndex;instructionCount
"00050";"15208";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15215";0x00;0x00;"end";"None";0x05;0x004C;0x000E;0x0014
"00050";"15216";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15217";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15218";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15219";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15220";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15221";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15222";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15223";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15224";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15225";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15226";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15227";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15228";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15229";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15230";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15243";0x00;0x00;"end";"None";0x05;0x001C;0x0006;0x000C
"00050";"15249";0x00;0x00;"end";"None";0x05;0x0046;0x000D;0x0013
"05091";"15001";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15002";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15003";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15004";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15005";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15006";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15007";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15008";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15009";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15010";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15011";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15012";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15013";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15014";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15015";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15016";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15017";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15018";0x00;0x00;"end";"None";0x1B6;0x08E8;0x01DE;0x0395
"05091";"15019";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15020";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15021";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15022";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15023";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15024";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15025";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15026";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15027";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15028";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15029";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15030";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15031";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15032";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15033";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15034";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15035";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15036";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15037";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15038";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15039";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15040";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15041";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15042";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15043";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15044";0x00;0x00;"end";"None";0x1B6;0x08DE;0x01DC;0x0393
"05091";"15045";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15046";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15047";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15048";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15049";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15050";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15051";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15052";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15053";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15054";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15055";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15056";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15057";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15058";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15059";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15060";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15061";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15062";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15063";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15064";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15065";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15066";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15067";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15068";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15069";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15070";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15071";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15072";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15073";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15074";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15075";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15076";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15077";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15078";0x00;0x00;"end";"None";0x1B6;0x08DE;0x01DC;0x0393
"05091";"15079";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15080";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15081";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15082";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15083";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15084";0x00;0x00;"end";"None";0x1B6;0x08DE;0x01DC;0x0393
"05091";"15085";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15086";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15087";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15088";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15089";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15090";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15091";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15092";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15093";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15094";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15095";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15096";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15097";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15098";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15099";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15100";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15101";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15102";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15103";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15104";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15105";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15106";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15107";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15108";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15109";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15110";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15111";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15112";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15113";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15114";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15115";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15116";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15117";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15118";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15119";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15120";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15121";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15122";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15123";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15124";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15125";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15126";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15127";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15128";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15129";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15130";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15131";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15132";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15133";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15134";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15135";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15136";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15137";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15138";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15139";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15140";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15141";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15142";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15143";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15144";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15145";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15146";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15147";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15148";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15149";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15150";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15151";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15152";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15153";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15154";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15155";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15156";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15157";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15158";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15159";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15160";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15161";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15162";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15163";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15164";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15165";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15166";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15167";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15168";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15169";0x00;0x00;"end";"None";0x1B6;0x08DE;0x01DC;0x0393
"05091";"15171";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15172";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15173";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15174";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15175";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15176";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15177";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15178";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15179";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15180";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15181";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15182";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15183";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15184";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15185";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15186";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15187";0x00;0x00;"end";"None";0x1B6;0x08DE;0x01DC;0x0393
"05091";"15188";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15189";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15191";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15192";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15193";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15194";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15195";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15196";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15197";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15198";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15199";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15200";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15201";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15202";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15203";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15204";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15205";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15206";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15207";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15208";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15209";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15210";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15211";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15212";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15213";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15214";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15215";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15216";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15217";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15218";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15219";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15220";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15221";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15222";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15223";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15224";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15225";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15226";0x00;0x00;"end";"None";0x1B6;0x08D4;0x01DA;0x0391
"05091";"15227";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15228";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15229";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15230";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15231";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15232";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15233";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15234";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15235";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15236";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15237";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15238";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15239";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15240";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15241";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15242";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15243";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15244";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15245";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15246";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15247";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15248";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15249";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15250";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15251";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15252";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15253";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15254";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15255";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15256";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15257";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15258";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15259";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15260";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15261";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15262";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15263";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15264";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15265";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15266";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15267";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15268";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
"05091";"15269";0x00;0x00;"end";"None";0x1B6;0x04CE;0x0103;0x02BA
